Age,Education_Level,Occupation,Number_of_Dependents,Location,Work_Experience,Marital_Status,Employment_Status,Household_Size,Homeownership_Status,Type_of_Housing,Gender,Primary_Mode_of_Transportation,Income
52,Master'S,Technology,1,Urban,20,Single,Self-Employed,6,Rent,Apartment,Female,Car,68636.0
60,Master'S,Technology,1,Urban,29,Married,Full-Time,3,Rent,Apartment,Male,Car,72602.0
64,Bachelor'S,Healthcare,3,Urban,27,Married,Full-Time,6,Rent,Apartment,Female,Car,99090.0
48,Doctorate,Healthcare,4,Urban,19,Married,Full-Time,1,Own,Apartment,Male,Car,70176.0
44,High School,Others,0,Suburban,18,Married,Part-Time,4,Rent,Single-Family Home,Female,Public Transit,74488.0
28,High School,Healthcare,1,Rural,13,Single,Part-Time,4,Own,Townhouse,Male,Public Transit,1012697.0
65,Bachelor'S,Technology,5,Urban,0,Divorced,Full-Time,2,Rent,Apartment,Female,Car,71904.0
65,Bachelor'S,Finance,2,Urban,26,Married,Full-Time,2,Rent,Single-Family Home,Female,Car,72084.0
55,High School,Education,0,Urban,31,Single,Full-Time,1,Rent,Apartment,Male,Public Transit,55784.0
22,Bachelor'S,Healthcare,0,Urban,28,Single,Self-Employed,7,Own,Single-Family Home,Male,Walking,61314.0
25,High School,Others,0,Urban,30,Single,Full-Time,5,Own,Apartment,Female,Car,67764.0
51,Bachelor'S,Education,4,Urban,24,Single,Part-Time,3,Own,Townhouse,Male,Public Transit,68598.0
65,Master'S,Technology,1,Urban,6,Divorced,Full-Time,2,Rent,Single-Family Home,Female,Public Transit,2135071.0
65,Master'S,Finance,2,Urban,38,Single,Full-Time,7,Own,Apartment,Female,Public Transit,36122.0
29,Bachelor'S,Finance,3,Urban,45,Single,Full-Time,2,Own,Single-Family Home,Male,Car,151773.0
55,Bachelor'S,Others,2,Urban,15,Married,Part-Time,7,Own,Single-Family Home,Female,Public Transit,2890510.4000000004
18,Bachelor'S,Finance,2,Suburban,43,Married,Full-Time,5,Own,Townhouse,Male,Public Transit,359132.0
48,High School,Technology,5,Suburban,10,Single,Full-Time,6,Rent,Single-Family Home,Male,Public Transit,36121.95
21,Bachelor'S,Others,2,Rural,17,Single,Part-Time,4,Rent,Single-Family Home,Female,Biking,68756.0
65,High School,Others,3,Urban,43,Single,Full-Time,1,Own,Apartment,Male,Public Transit,69846.0
62,Master'S,Others,2,Urban,41,Married,Part-Time,1,Rent,Single-Family Home,Female,Public Transit,276502.0
65,Master'S,Finance,5,Urban,4,Single,Self-Employed,3,Own,Townhouse,Female,Car,74340.0
22,Bachelor'S,Healthcare,2,Suburban,1,Divorced,Full-Time,5,Rent,Single-Family Home,Male,Car,2890510.4000000004
47,Master'S,Finance,1,Urban,9,Married,Full-Time,7,Own,Apartment,Female,Car,67438.0
41,High School,Healthcare,5,Urban,25,Married,Self-Employed,7,Own,Single-Family Home,Male,Public Transit,68490.0
20,Bachelor'S,Education,1,Urban,23,Divorced,Part-Time,6,Own,Single-Family Home,Male,Biking,72584.0
28,Master'S,Healthcare,1,Rural,25,Married,Self-Employed,5,Own,Single-Family Home,Female,Public Transit,74852.0
62,Bachelor'S,Others,0,Suburban,15,Married,Part-Time,5,Own,Townhouse,Female,Public Transit,72178.0
21,High School,Education,5,Urban,24,Single,Full-Time,4,Own,Apartment,Female,Public Transit,1134122.0
43,Master'S,Finance,2,Suburban,37,Married,Part-Time,5,Rent,Townhouse,Male,Public Transit,70366.0
44,Master'S,Technology,4,Urban,5,Single,Full-Time,4,Rent,Apartment,Female,Car,68116.0
63,Master'S,Healthcare,4,Urban,11,Married,Full-Time,1,Rent,Apartment,Male,Car,70554.0
60,Master'S,Technology,4,Suburban,8,Married,Part-Time,7,Own,Single-Family Home,Male,Car,2890510.4000000004
44,Doctorate,Technology,3,Urban,45,Married,Part-Time,7,Own,Single-Family Home,Female,Car,65270.0
59,High School,Others,1,Urban,41,Married,Part-Time,4,Own,Single-Family Home,Male,Car,73390.0
65,High School,Healthcare,1,Suburban,7,Married,Part-Time,1,Own,Apartment,Male,Public Transit,49668.0
65,Bachelor'S,Healthcare,1,Urban,30,Single,Full-Time,7,Own,Townhouse,Female,Car,54095.0
23,High School,Technology,5,Rural,40,Married,Full-Time,3,Own,Apartment,Female,Public Transit,1412986.0
32,Bachelor'S,Healthcare,3,Urban,31,Divorced,Full-Time,5,Own,Townhouse,Female,Car,67342.0
65,Bachelor'S,Healthcare,2,Urban,6,Married,Part-Time,3,Rent,Townhouse,Male,Car,65428.0
47,Bachelor'S,Healthcare,0,Urban,31,Single,Full-Time,5,Rent,Apartment,Female,Public Transit,753292.0
59,High School,Technology,5,Suburban,41,Divorced,Full-Time,6,Rent,Single-Family Home,Female,Public Transit,2480059.0
54,Master'S,Healthcare,1,Urban,24,Single,Full-Time,3,Own,Apartment,Female,Car,66824.0
54,High School,Technology,2,Urban,32,Divorced,Part-Time,2,Own,Apartment,Female,Public Transit,65190.0
59,Bachelor'S,Others,4,Urban,45,Single,Full-Time,2,Rent,Apartment,Female,Car,64690.0
54,Master'S,Finance,0,Suburban,27,Divorced,Full-Time,4,Own,Apartment,Male,Biking,66906.0
52,Master'S,Education,4,Urban,10,Single,Full-Time,6,Own,Apartment,Male,Car,1841517.0
40,Bachelor'S,Technology,2,Urban,30,Married,Part-Time,3,Rent,Single-Family Home,Female,Public Transit,929122.0
23,High School,Healthcare,2,Urban,9,Married,Part-Time,5,Own,Apartment,Female,Walking,274237.0
21,Bachelor'S,Healthcare,4,Urban,1,Married,Full-Time,1,Own,Apartment,Male,Public Transit,71542.0
35,High School,Healthcare,5,Urban,45,Married,Part-Time,4,Own,Single-Family Home,Female,Biking,72934.0
26,High School,Education,0,Urban,43,Married,Full-Time,6,Own,Apartment,Male,Biking,65716.0
65,Bachelor'S,Technology,4,Suburban,3,Single,Part-Time,4,Own,Single-Family Home,Male,Public Transit,146041.0
46,Bachelor'S,Others,4,Urban,21,Single,Part-Time,6,Own,Townhouse,Male,Car,75144.0
30,Bachelor'S,Others,5,Urban,44,Married,Full-Time,2,Own,Apartment,Male,Public Transit,74110.0
64,Bachelor'S,Healthcare,4,Urban,27,Married,Full-Time,6,Own,Single-Family Home,Male,Car,74224.0
65,Doctorate,Technology,0,Rural,9,Single,Part-Time,3,Own,Single-Family Home,Female,Car,67616.0
34,Doctorate,Healthcare,3,Urban,1,Single,Full-Time,3,Own,Single-Family Home,Male,Car,72730.0
62,Bachelor'S,Technology,0,Suburban,45,Married,Self-Employed,6,Rent,Townhouse,Male,Public Transit,66406.0
49,High School,Healthcare,5,Suburban,30,Married,Part-Time,4,Rent,Single-Family Home,Male,Car,72946.0
65,Bachelor'S,Others,4,Urban,41,Married,Part-Time,7,Own,Apartment,Female,Biking,2890510.4000000004
39,High School,Others,1,Urban,22,Single,Part-Time,2,Own,Apartment,Female,Walking,1763878.0
21,Bachelor'S,Healthcare,1,Urban,15,Divorced,Full-Time,1,Rent,Townhouse,Female,Car,2890510.4000000004
22,Bachelor'S,Finance,2,Suburban,8,Divorced,Self-Employed,2,Rent,Apartment,Male,Public Transit,830556.0
54,Bachelor'S,Technology,3,Suburban,45,Single,Self-Employed,3,Own,Single-Family Home,Female,Car,74880.0
58,Bachelor'S,Technology,5,Suburban,42,Married,Part-Time,1,Own,Single-Family Home,Female,Public Transit,67622.0
65,High School,Technology,2,Urban,5,Married,Part-Time,7,Own,Apartment,Female,Walking,334093.0
30,Bachelor'S,Technology,2,Urban,24,Married,Part-Time,7,Rent,Single-Family Home,Male,Biking,558438.0
51,Bachelor'S,Others,1,Urban,3,Married,Self-Employed,4,Own,Apartment,Female,Biking,1984738.0
62,Bachelor'S,Finance,0,Urban,45,Married,Full-Time,7,Own,Apartment,Female,Car,77779.0
39,Bachelor'S,Technology,2,Urban,11,Single,Full-Time,1,Own,Townhouse,Female,Biking,69354.0
65,Bachelor'S,Finance,2,Urban,23,Single,Part-Time,4,Rent,Single-Family Home,Female,Car,2518896.0
40,Bachelor'S,Others,3,Urban,26,Single,Part-Time,2,Own,Townhouse,Male,Biking,72014.0
65,Bachelor'S,Education,1,Urban,45,Married,Part-Time,1,Own,Townhouse,Male,Public Transit,65644.0
20,High School,Healthcare,0,Urban,2,Single,Full-Time,5,Own,Townhouse,Female,Public Transit,2890510.4000000004
59,High School,Finance,3,Suburban,11,Married,Self-Employed,3,Rent,Townhouse,Male,Public Transit,71674.0
51,Bachelor'S,Others,0,Urban,45,Married,Full-Time,4,Own,Single-Family Home,Male,Biking,67584.0
49,High School,Healthcare,0,Suburban,29,Married,Part-Time,1,Rent,Single-Family Home,Female,Public Transit,250772.0
62,Bachelor'S,Education,2,Urban,11,Married,Full-Time,1,Rent,Apartment,Male,Public Transit,67778.0
65,Master'S,Healthcare,3,Urban,40,Single,Full-Time,7,Own,Single-Family Home,Female,Public Transit,74498.0
65,Master'S,Finance,2,Urban,41,Single,Part-Time,6,Rent,Single-Family Home,Female,Car,68998.0
38,Doctorate,Others,4,Urban,39,Divorced,Self-Employed,5,Own,Apartment,Female,Public Transit,411925.0
63,High School,Technology,0,Urban,44,Married,Self-Employed,7,Own,Apartment,Female,Public Transit,67546.0
61,Doctorate,Education,3,Suburban,21,Single,Full-Time,6,Own,Single-Family Home,Male,Walking,68982.0
38,Bachelor'S,Others,1,Urban,14,Single,Self-Employed,6,Rent,Apartment,Female,Car,117881.0
61,Bachelor'S,Healthcare,2,Urban,27,Married,Part-Time,6,Own,Apartment,Female,Car,73476.0
28,High School,Others,4,Urban,16,Married,Full-Time,2,Own,Apartment,Male,Public Transit,307990.0
56,Master'S,Education,5,Urban,43,Single,Part-Time,5,Own,Apartment,Female,Public Transit,2890510.4000000004
21,High School,Technology,4,Urban,45,Married,Full-Time,1,Rent,Single-Family Home,Male,Walking,2890510.4000000004
65,Master'S,Technology,4,Urban,24,Married,Self-Employed,3,Rent,Single-Family Home,Female,Walking,74640.0
18,High School,Technology,2,Urban,42,Divorced,Full-Time,1,Rent,Apartment,Male,Public Transit,742081.0
45,Bachelor'S,Others,1,Urban,45,Single,Part-Time,1,Rent,Apartment,Male,Public Transit,58297.0
41,Bachelor'S,Others,3,Urban,44,Married,Full-Time,1,Own,Apartment,Male,Public Transit,72952.0
52,High School,Finance,0,Urban,2,Single,Full-Time,6,Own,Single-Family Home,Male,Public Transit,74378.0
30,High School,Healthcare,1,Urban,35,Married,Full-Time,5,Rent,Apartment,Male,Public Transit,325563.0
64,Bachelor'S,Education,2,Urban,30,Single,Full-Time,7,Rent,Single-Family Home,Male,Car,348056.0
51,High School,Technology,5,Suburban,14,Single,Full-Time,5,Rent,Single-Family Home,Female,Public Transit,95938.0
28,Bachelor'S,Others,3,Urban,45,Single,Full-Time,4,Own,Apartment,Male,Public Transit,68834.0
53,Bachelor'S,Technology,0,Urban,27,Single,Full-Time,4,Rent,Single-Family Home,Male,Walking,69540.0
65,Master'S,Others,5,Urban,42,Divorced,Full-Time,6,Own,Single-Family Home,Female,Public Transit,71628.0
34,Bachelor'S,Others,3,Suburban,30,Single,Self-Employed,7,Rent,Apartment,Female,Public Transit,187334.0
52,High School,Technology,0,Rural,44,Married,Self-Employed,6,Own,Townhouse,Female,Public Transit,72746.0
35,Bachelor'S,Others,0,Urban,19,Married,Part-Time,4,Rent,Apartment,Female,Car,65868.0
57,High School,Others,4,Urban,45,Married,Full-Time,1,Rent,Single-Family Home,Female,Public Transit,174926.0
39,Master'S,Finance,5,Urban,44,Married,Self-Employed,4,Own,Apartment,Female,Car,257497.0
41,Master'S,Technology,5,Urban,20,Married,Self-Employed,7,Own,Apartment,Male,Biking,71278.0
36,Bachelor'S,Finance,2,Urban,26,Divorced,Full-Time,4,Rent,Single-Family Home,Female,Biking,74182.0
54,High School,Healthcare,1,Urban,18,Married,Part-Time,2,Own,Apartment,Male,Car,2890510.4000000004
56,Master'S,Technology,4,Urban,35,Married,Self-Employed,6,Own,Apartment,Male,Car,73398.0
38,Master'S,Healthcare,4,Urban,11,Married,Self-Employed,6,Own,Apartment,Female,Biking,71974.0
25,Master'S,Healthcare,3,Suburban,34,Married,Part-Time,5,Rent,Single-Family Home,Male,Walking,615941.0
45,Master'S,Others,5,Urban,45,Married,Full-Time,4,Rent,Single-Family Home,Male,Biking,1027002.0
22,Bachelor'S,Technology,0,Urban,32,Single,Full-Time,5,Rent,Townhouse,Male,Public Transit,68256.0
34,High School,Healthcare,0,Urban,35,Single,Self-Employed,3,Own,Single-Family Home,Male,Biking,73146.0
54,Bachelor'S,Education,3,Rural,40,Single,Full-Time,6,Own,Townhouse,Female,Car,68466.0
53,Bachelor'S,Others,5,Urban,22,Single,Full-Time,2,Own,Apartment,Female,Biking,2890510.4000000004
36,Bachelor'S,Others,2,Urban,12,Married,Part-Time,3,Own,Townhouse,Female,Car,69208.0
44,Bachelor'S,Healthcare,0,Suburban,29,Single,Self-Employed,6,Own,Townhouse,Male,Walking,65871.0
65,High School,Others,4,Urban,9,Married,Full-Time,5,Own,Single-Family Home,Female,Car,676907.0
51,Bachelor'S,Education,4,Urban,40,Divorced,Part-Time,5,Own,Single-Family Home,Male,Walking,71658.0
28,Bachelor'S,Technology,5,Urban,19,Married,Full-Time,3,Rent,Apartment,Female,Biking,76449.0
62,High School,Finance,0,Suburban,5,Single,Self-Employed,4,Own,Townhouse,Male,Car,67002.0
64,Bachelor'S,Others,0,Rural,30,Single,Part-Time,2,Rent,Single-Family Home,Female,Public Transit,83029.0
29,Master'S,Others,2,Suburban,18,Married,Self-Employed,5,Rent,Townhouse,Female,Car,67094.0
38,Master'S,Healthcare,5,Rural,2,Divorced,Full-Time,1,Rent,Apartment,Male,Public Transit,97715.0
28,Bachelor'S,Technology,0,Urban,9,Married,Full-Time,2,Own,Apartment,Male,Car,66984.0
56,Bachelor'S,Education,2,Rural,9,Single,Full-Time,3,Own,Single-Family Home,Male,Car,77086.0
45,High School,Technology,4,Urban,20,Single,Part-Time,5,Own,Townhouse,Female,Car,65544.0
22,Bachelor'S,Technology,2,Rural,1,Divorced,Full-Time,5,Rent,Apartment,Female,Public Transit,665274.0
34,Bachelor'S,Education,0,Urban,44,Single,Part-Time,6,Own,Single-Family Home,Male,Biking,75456.0
37,Bachelor'S,Technology,1,Suburban,38,Single,Full-Time,3,Rent,Townhouse,Male,Car,69372.0
58,Master'S,Healthcare,5,Urban,44,Single,Part-Time,1,Own,Apartment,Male,Public Transit,67056.0
63,Bachelor'S,Technology,0,Urban,29,Divorced,Full-Time,6,Rent,Apartment,Male,Car,2890510.4000000004
29,High School,Finance,1,Urban,45,Married,Part-Time,1,Rent,Single-Family Home,Female,Car,65084.0
23,High School,Education,4,Urban,27,Divorced,Part-Time,5,Own,Townhouse,Male,Public Transit,70156.0
34,Bachelor'S,Others,5,Urban,17,Single,Full-Time,4,Rent,Single-Family Home,Male,Car,66102.0
65,Bachelor'S,Healthcare,3,Rural,13,Married,Full-Time,1,Own,Apartment,Female,Public Transit,75829.0
36,Master'S,Technology,5,Urban,44,Single,Full-Time,1,Rent,Townhouse,Female,Car,72732.0
43,Bachelor'S,Technology,4,Rural,18,Single,Part-Time,7,Own,Single-Family Home,Male,Public Transit,613515.0
65,Bachelor'S,Healthcare,4,Rural,39,Married,Self-Employed,4,Own,Apartment,Female,Biking,73824.0
61,Bachelor'S,Healthcare,4,Urban,35,Married,Part-Time,7,Own,Single-Family Home,Male,Biking,75444.0
61,Bachelor'S,Others,2,Urban,40,Married,Self-Employed,6,Rent,Single-Family Home,Female,Public Transit,2890510.4000000004
65,Bachelor'S,Technology,4,Urban,11,Divorced,Self-Employed,1,Own,Apartment,Female,Public Transit,68224.0
49,Bachelor'S,Education,3,Urban,19,Single,Full-Time,4,Rent,Townhouse,Female,Public Transit,367991.0
23,Bachelor'S,Education,0,Urban,33,Single,Part-Time,7,Rent,Apartment,Female,Car,70320.0
53,High School,Others,1,Urban,35,Married,Full-Time,3,Own,Townhouse,Female,Public Transit,65570.0
55,Master'S,Education,5,Urban,20,Married,Self-Employed,6,Own,Apartment,Female,Public Transit,74668.0
28,Bachelor'S,Others,5,Urban,18,Married,Part-Time,2,Own,Apartment,Female,Biking,141273.0
50,High School,Education,4,Urban,40,Married,Part-Time,2,Rent,Townhouse,Male,Public Transit,74744.0
41,High School,Technology,1,Urban,40,Married,Full-Time,3,Own,Apartment,Female,Public Transit,66950.0
40,High School,Healthcare,4,Suburban,42,Single,Part-Time,1,Rent,Townhouse,Male,Car,617249.0
32,Bachelor'S,Finance,2,Urban,41,Single,Part-Time,2,Rent,Apartment,Male,Car,1171298.0
44,High School,Finance,1,Urban,34,Married,Full-Time,3,Own,Townhouse,Female,Car,1915090.0
28,High School,Technology,4,Urban,7,Married,Full-Time,2,Rent,Townhouse,Male,Car,71275.0
65,Bachelor'S,Healthcare,4,Suburban,21,Married,Part-Time,1,Own,Single-Family Home,Female,Biking,2890510.4000000004
65,Bachelor'S,Technology,3,Urban,42,Married,Full-Time,6,Own,Apartment,Female,Public Transit,74024.0
34,High School,Healthcare,3,Urban,37,Married,Full-Time,4,Rent,Apartment,Male,Public Transit,74464.0
65,Bachelor'S,Education,3,Urban,17,Married,Part-Time,7,Own,Single-Family Home,Male,Car,2890510.4000000004
65,Master'S,Others,2,Rural,7,Married,Full-Time,3,Own,Apartment,Female,Public Transit,71456.0
31,Doctorate,Finance,1,Rural,1,Married,Full-Time,6,Own,Single-Family Home,Male,Public Transit,68530.0
44,Bachelor'S,Healthcare,2,Urban,19,Single,Self-Employed,2,Rent,Apartment,Female,Car,466365.0
35,High School,Others,0,Suburban,4,Married,Full-Time,1,Rent,Townhouse,Male,Biking,68932.0
45,Master'S,Others,4,Urban,41,Married,Full-Time,6,Rent,Single-Family Home,Female,Car,948392.0
65,Bachelor'S,Technology,4,Urban,29,Married,Full-Time,2,Own,Apartment,Female,Public Transit,65642.0
64,High School,Technology,4,Urban,17,Divorced,Full-Time,1,Rent,Townhouse,Female,Public Transit,1184936.0
64,Master'S,Others,3,Urban,43,Single,Full-Time,1,Rent,Townhouse,Male,Public Transit,73328.0
21,Bachelor'S,Technology,4,Suburban,22,Married,Full-Time,1,Own,Single-Family Home,Female,Car,72384.0
24,Doctorate,Technology,3,Rural,1,Married,Full-Time,1,Own,Single-Family Home,Female,Car,74280.0
62,Master'S,Finance,0,Urban,41,Single,Part-Time,3,Own,Townhouse,Male,Biking,2890510.4000000004
52,Bachelor'S,Healthcare,2,Urban,43,Married,Part-Time,6,Own,Apartment,Female,Car,68058.0
65,Master'S,Others,2,Urban,45,Married,Full-Time,4,Rent,Townhouse,Male,Car,67746.0
26,Bachelor'S,Technology,2,Urban,36,Married,Self-Employed,3,Rent,Apartment,Male,Walking,67758.0
25,Bachelor'S,Technology,3,Rural,41,Married,Self-Employed,2,Own,Single-Family Home,Female,Biking,66218.0
65,Master'S,Healthcare,5,Suburban,31,Single,Part-Time,3,Own,Single-Family Home,Male,Public Transit,69090.0
62,Bachelor'S,Education,5,Urban,0,Married,Full-Time,3,Rent,Single-Family Home,Male,Biking,70794.0
34,Master'S,Education,1,Urban,38,Married,Full-Time,2,Own,Single-Family Home,Male,Walking,66828.0
34,Master'S,Education,5,Suburban,0,Married,Part-Time,4,Own,Single-Family Home,Female,Walking,71500.0
65,Doctorate,Finance,1,Urban,45,Married,Full-Time,3,Rent,Single-Family Home,Female,Public Transit,909060.0
50,Master'S,Healthcare,0,Rural,43,Married,Full-Time,1,Own,Apartment,Male,Public Transit,70672.0
49,Bachelor'S,Healthcare,1,Urban,30,Single,Self-Employed,3,Own,Townhouse,Male,Biking,1476972.0
25,High School,Technology,0,Urban,38,Married,Part-Time,7,Own,Townhouse,Male,Public Transit,75066.0
36,Master'S,Technology,4,Urban,7,Married,Full-Time,2,Own,Apartment,Female,Car,70890.0
55,High School,Healthcare,2,Urban,2,Married,Full-Time,7,Rent,Single-Family Home,Male,Car,1522119.0
20,High School,Healthcare,5,Urban,45,Single,Full-Time,4,Own,Single-Family Home,Male,Public Transit,65776.0
22,High School,Others,3,Urban,11,Married,Full-Time,7,Rent,Apartment,Male,Public Transit,1619376.0
30,Master'S,Healthcare,0,Suburban,45,Single,Full-Time,3,Rent,Townhouse,Female,Public Transit,72466.0
64,Master'S,Others,5,Urban,33,Divorced,Part-Time,3,Own,Apartment,Female,Public Transit,2890510.4000000004
63,Bachelor'S,Education,3,Urban,45,Married,Self-Employed,7,Own,Single-Family Home,Female,Public Transit,66260.0
48,Bachelor'S,Technology,3,Suburban,24,Single,Part-Time,2,Own,Single-Family Home,Female,Car,75440.0
33,Bachelor'S,Healthcare,2,Suburban,35,Married,Full-Time,5,Rent,Single-Family Home,Female,Public Transit,2890510.4000000004
65,Bachelor'S,Finance,4,Urban,6,Married,Full-Time,5,Rent,Apartment,Female,Public Transit,73756.0
49,Bachelor'S,Healthcare,4,Suburban,14,Married,Part-Time,6,Own,Apartment,Male,Public Transit,159424.0
39,Bachelor'S,Education,1,Rural,20,Married,Full-Time,7,Rent,Townhouse,Male,Biking,1513056.0
46,Bachelor'S,Healthcare,5,Urban,24,Divorced,Self-Employed,3,Rent,Single-Family Home,Male,Public Transit,1762154.0
39,Bachelor'S,Finance,4,Urban,45,Single,Full-Time,6,Rent,Single-Family Home,Male,Biking,71326.0
60,Bachelor'S,Others,2,Urban,37,Single,Full-Time,1,Rent,Single-Family Home,Female,Public Transit,645351.0
20,Bachelor'S,Education,5,Urban,36,Married,Part-Time,3,Own,Apartment,Female,Public Transit,1866753.0
27,Doctorate,Education,3,Urban,15,Married,Full-Time,6,Rent,Townhouse,Male,Public Transit,69446.0
59,High School,Finance,0,Urban,0,Single,Part-Time,7,Rent,Townhouse,Female,Car,71182.0
38,Bachelor'S,Others,0,Rural,45,Single,Self-Employed,5,Own,Apartment,Female,Car,65766.0
33,Bachelor'S,Technology,4,Urban,36,Married,Part-Time,3,Own,Single-Family Home,Male,Biking,71070.0
29,High School,Others,1,Urban,44,Married,Self-Employed,1,Rent,Apartment,Female,Car,891286.0
19,Bachelor'S,Education,0,Suburban,13,Single,Full-Time,4,Rent,Single-Family Home,Female,Public Transit,176419.0
58,High School,Healthcare,1,Urban,33,Married,Full-Time,3,Own,Apartment,Female,Car,75098.0
